"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1322","test_login_with_invalid_credentials[testuser_87a9df3059]","tests.ui","2026-09-02","broken","2026-09-02","","test_login","",""
